Vertice,C,254;Hoja_MTN,C,50;Situacion,C,254;Señal,C,254;Referencia,C,50;Referenc_1,C,50;Referenc_2,C,50;Referenc_3,C,50;X_ED50,N,19,11;Y_ED50,N,19,11;X_ETRS89,N,19,11;Y_ETRS89,N,19,11;Z_Ortometr,N,19,11;Altura,N,19,11;AzmVert1Vi,C,50;Nombre1Vis,C,50;AzmVert2Vi,C,50;Nombre2Vis,C,50;AzmVert3Vi,C,50;Nombre3Vis,C,50;AzmVert4Vi,C,50;Nombre4Vis,C,50;Año,N,9,0;Fecha,D
149;559;En la pasarela sobre la carretera de Canillejas a Coalada, en medio de esta. Se accede desde la C/ Iliada, que llega al Metro.;Clavo Reglamentario.;Poste valla 1.45;Esquina barandilla 1.12;Esquina barandilla 2.50;;448465,485;4476403,546;448356,065;4476195,949;667,219;718,255;;6252;;6251;;Guardias;;1618;2006;30/06/2006
1490;559;En el bordillo de la C/ Doctor Esquerdo, a unos 50 m de la salida del metro de Sainz de Barada y junto al Concesionario Taller de Citröen.;Clavo Reglamentario.;Esquina registro 11.59;Farola 13.54;Registro 9.12;Normal a bordillo 5.55;443302,196;4474360,529;443192,779;4474152,99;665,544;716,564;;1489;;3118;;1491;;;2006;30/06/2006
1491;559;En el bordillo de la isleta central de la C/ Doctor Esquerdo, en el cruce con la C/ Ibiza.;Clavo Reglamentario.;Esquina registro 1.43;Esquina registro 1.92;Semaforo 1.27;Registro trafico 5.70;443331,079;4474579,152;443221,666;4474371,611;671,918;722,947;;1490;;9326;;;;;2006;30/06/2006
1492;559;En el bordillo de la C/ Arroyo de la Media Legua, a unos 50 m de la entrada al Cementerio de La Almudena por la Puerta de O´Donell.;Clavo Reglamentario.;Esquina alcorque 0.53;Esquina muro 6.79;Esquina alcorque 3.68;Normal a muro 2.86;445010,977;4474534,041;444901,548;4474326,483;674,979;726,009;;6047;;2537;;126;;1513;2006;30/06/2006
1496;559;En el bordillo de la isleta del paso subterraneo de la C/ Alcalá, en el cruce con la C/ Velázquez.;Clavo Reglamentario.;Esquina murete 13.35;Farola 1.48;Esquina murete 4.52;Esquina bordillo 8.59;442046,97;4474903,777;441937,566;4474696,25;668,389;719,407;;9390;;9389;;;;;2006;30/06/2006
1503;559;En el bordillo del cruce de la C/ Goya con la C/ Principe de Vegara.;Clavo Reglamentario.;Esquina fachada 6.56;Esquina registro 1.18;Esquina fachada 5.05;Esquina registro 1.32;442421,889;4475344,984;442312,445;4475137,474;669,588;720,606;;8053;;8054;;8058;;1519;2006;30/06/2006
1504;559;En el bordillo del cruce de la C/ Doctor Esquerdo y la C/ Goya.;Clavo Reglamentario.;esquina muro 3.03;Semaforo 0.92;Esquina muro 1.54;Esquina registro 2.54;443368,221;4475307,32;443258,822;4475099,775;672,91;723,969;;9333;;1522;;;;;2006;30/06/2006
1505;559;En la C/ O´Donell, en el cruce sobre C/ Sainz de Baranda.;Clavo Reglamentario.;Esquina valla 0.92;Esquina valla 4.45;Normal a bordillo ext. 4.52;Junta bordillo 1.62;443712,112;4474814,921;443602,701;4474607,375;662,029;713,065;;1506;;9360;;9336;;9335;2006;30/06/2006
1506;559;En el bordillo de la acera más al Sur del puente sobre la M-30 que hay en la continuación de la C/ O´Donell.;Clavo Reglamentario.;Farola 20.61;Farola 3.65;Normal a muro 0.82;Farola 13.36;444205,363;4474625,661;444095,943;4474418,11;636,587;687,615;;9336;;1505;;9022;;5480;2006;30/06/2006
1509;559;En el bordillo de la Avd/ Marques de Corbera, en el nº 46 y junto a parada de BUS.;Clavo Reglamentario.;Esquina marquesina BUS 2.38;Esquina registro 10.26;Esquina marquesina BUS 2.81;Esquina bordillo 5.17;444827,074;4475423,975;444717,664;4475216,417;656,97;707,999;;6057;;6058;;;;;2006;30/06/2006
151;559;En la acera del paso superior en la Avd/ De Daroca sobre la Avd/ Marques de Corbera.;Clavo Reglamentario.;Normal a balla 2.98;Esquina registro 3.12;Farola 16.98;;445057,135;4475679,741;444947,728;4475472,18;674,392;725,427;;1511;;1514;;6108;;Pirulí;2006;30/06/2006
1510;559;En el bordillo de la mediana central de la Avd/ Daroca, frente al Cementerio de La Almudena y a 10 m del cruce con la C/ Arriaga.;Clavo Reglamentario.;Esquina bordillo 4.59;Esquina bordillo 2.39;Esquina bordillo 10.13;Esquina bordillo 10.21;445838,48;4475163,681;445729,056;4474956,113;677,48;728,51;;1551;;1512;;;;;2006;30/06/2006
1511;559;En el bordillo de la C/ Arroyo de la Media Legua, en el cruce con la Avda. de Daroca.;Clavo Reglamentario.;Esquina registro 0.87;Esquina registro 8.32;Esquina registro 0.45;Esquina registro 8.22;445246,626;4475551,938;445137,214;4475344,376;672,361;723,392;;151;;1512;;1513;;;2006;30/06/2006
1512;559;En el bordillo de la Avd/ Daroca, frente a la valla Norte del Cementerio de La Almudena, a unos 200 m del cruce con la C/ Arroyo de la Media Legua.;Clavo Reglamentario.;Esquina alcorque 1.17;Esquina registro 3.08;Esquina alcorque 0.58;Esquina registro 2.80;445543,679;4475373,534;445434,261;4475165,969;677,895;728,923;;1510;;1511;;Pirulí;;;2006;30/06/2006
1154;559;En el bordillo de la C/ Eugenia de Montijo, cruce con la C/ La Patilla, junto al comienzo de la valla.;Clavo Reglamentario.;Semaforo 4.90;Registro trafico 3.04;Esquina registro Madritel 1.22;Esquina registro Madritel 1.77;436796,103;4470440,117;436686,644;4470232,679;635,202;686,244;;1155;;7525;;;;;2006;30/06/2006
1155;559;En la C/ General Ricardos, cruce con la C/ Eugenia de Montijo, en la puerta principal del Colegio de las Hermanas de la Caridad Centro de Santa Rita.;Clavo Reglamentario.;Registro 2.14;Esquina fachada 3.12;Registro 2.70;Esquina registro 9.33;436893,989;4470517,12;436784,531;4470309,681;633,664;684,705;;1154;;1156;;;;;2006;30/06/2006
1156;559;En el bordillo de la C/ General Ricardos, frente al colegio y junto al portal nº 10.;Clavo Reglamentario.;Farola 0.80;Boca riego 1.47;Registro trafico 1.58;Registro alcantarilla 4.71;436964,292;4470629,181;436854,836;4470421,741;632,359;683,399;;1157;;1155;;;;;2006;30/06/2006
1157;559;En el bordillo de la C/ General Ricardos, junto al nº 252 en el cruce con la C/ Melisa.;Clavo Reglamentario.;Esquina registro 3.31;Esquina registro 6.99;Semaforo 4.77;Esquina registro 6.96;437134,817;4470739,377;437025,361;4470531,935;633,722;684,762;;7524;;1156;;;;;2006;30/06/2006
1160;559;En el bordillo de la C/ General Ricardos, frente a la C/ Ramón Sainz.;Clavo Reglamentario.;Farola 4.39;Esquina alcorque 1.72;Normal a muro 5.96;Esquina alcorque 3.19;437655,247;4471042,279;437545,793;4470834,831;630,689;681,732;;2485;;;;;;;2006;30/06/2006
1161;559;En el bordillo de la acera Norte de la C/ General Ricardos, a 10 mts. al Oeste del cruce con la C/ Linares.;Clavo Reglamentario.;Esquina de quiosco 1.83;Centro de farola 3.52;Borde de edificio 3.65;Centro de registro 3.67;437876,547;4471249,488;437767,095;4471042,036;622,038;673,092;;2485;;7650;;214;;7649;2006;30/06/2006
117;559;Por la carretera de Mejorada del Campo que sale de la N-III, una vez pasado el Barrio de Santa Eugenia hasta llegar a la Ermita Virgen de la Torre, próxima al cruce de F.F.C.C. de vía estrecha. Al sur de la Ermita a unos 500 mts., en un cerro.;Clavo Reglamentario.;;;;;451034,282;4470606,383;450924,775;4470398,752;638,864;689,908;;9014;;406;;413;;;2006;30/06/2006
1172;559;En el bordillo de la carretera de Carabanchel a la Avd/ De Andalucia, frente a la C/ Belzunegui.;Clavo Reglamentario.;Farola 5.62;Esquina bordillo 6.82;Registro 13.40;Esquina bordillo 6.97;437789,261;4469690,028;437679,792;4469482,577;612,813;663,893;;7422;;7424;;7423;;;2006;30/06/2006
1173;559;En el bordillo de la C/ Belzunegui, frente al nº 16.;Clavo Reglamentario.;Esquina fachada 9.02;Esquina registro 2.44;Esquina fachada 6.72;Registro 2.03;438432,317;4471045,614;438322,861;4470838,155;614,894;665,961;;7621;;7623;;;;;2006;30/06/2006
1176;559;En el bordillo de la C/ General Ricardos, frente al portal nº 5 de esta, y del otro lado, el comienzo de la C/ Quince de Mayo, a 5 m de la parada de BUS.;Clavo Reglamentario.;Farola 3.80;Esquina parada BUS 2.42;Normal a fachada 4.70;Esquina parada BUS 1.92;439281,9;4472293,237;439172,456;4472085,762;585,014;636,09;;7643;;7644;;7645;;;2006;30/06/2006
627;559;En el polígono industrial de Villaverde, en el lado Noreste del cruce de las calles C7 del Valle de Tobalina y C/ San Ezequiel.;Clavo Reglamentario.;Esquina registro 0.76;Farola 2.81;Quiebro acera 4.85;;439352,549;4465245,342;439243,027;4465037,872;609,294;660,339;;7295;;8210;;8214;;7294;2006;30/06/2006
6270;559;En el bordillo de la C/ Versalles, junto a paso de peatones, frente a la C/ Hermanos Garcia Noblejas.;Clavo Reglamentario.;Esquina paso peatones 0.61;Señal trafico 0.75;Cambio color acera 1.46;Esquina acera 6.73;447407,69;4474195,073;447298,239;4473987,487;703,676;754,717;;6258;;2629;;;;;2006;30/06/2006
6271;559;En bordillo en la C/ Versalles enfrente de la C/ de la República de Eslovaca. En paralelo a la M-40 por su lado Norte.;Clavo Reglamentario.;Esquina alcorque 2.77;Esquina alcorque 3.03;Señal 2.78;Normal a bordillo 0.08;448006,231;4474475,411;447896,782;4474267,818;688,782;739,825;;6346;;2621;;;;;2006;30/06/2006
6272;559;en el bordillo de la C/ Dresde, en el cruce con la C/ Aquitania.;Clavo Reglamentario.;Farola 1.96;Semaforo 0.95;Esquina arqueta 1.86;Esquina arqueta 2.04;448246,646;4474902,085;448137,203;4474694,489;687,565;738,608;;6273;;6346;;;;;2006;30/06/2006
6273;559;En bordillo en mediana de la Avda. Canillejas a Vicálvaro, intersección con la Avda. Guadalajara.;Clavo Reglamentario.;Señal 1.58;Señal 7.72;Normal a bordillo 0.18;Normal a bordillo opuesto 1.66;448243,154;4475078,725;448133,714;4474871,13;684,015;735,059;;6272;;6277;;3043;;6274;2006;30/06/2006
6274;559;En la mediana de la Avenida de Canillejas a Vicalvaro, junto al semaforo de acceso a la C/ Bruton, entrando desde el Norte. La zona está a 50 m al norte de la gasolinera, situada en el lado este de la avenida.;Clavo Reglamentario.;Señal trafico 0.38;Farola 6.72;Esquina buzon 3.36;Semaforo 6.34;448226,208;4475353,191;448116,772;4475145,596;676,616;727,662;;6273;;1623;;;;;2006;30/06/2006
6275;559;en el bordillo de la C/ Carretera Canillejas a Vicalvaro, con la C/ Maria Sevilla Diago.;Clavo Reglamentario.;Esquina alcantarilla 0.82;Esquina alcantarilla 0.99;Esquina arqueta alumbrado 0.58;Esquina arqueta alumbrado 1.01;448230,746;4476157,822;448121,323;4475950,228;664,432;715,469;;1622;;3048;;6276;;;2006;30/06/2006
6276;559;En el bordillo de la Avd/ Canillejas en su intersección con la Avd/ Arcentales.;Clavo Reglamentario.;Semaforo 2.04;Esquina alcorque 2.62;Esquina registro alumbrado 1.40;Esquina registro alumbrado 1.60;448188,343;4476306,94;448078,922;4476099,346;665,359;716,395;;6275;;6252;;;;;2006;30/06/2006
6278;559;En el bordillo de la Avd/ Guadalajara, en su intersección con la C/ Amposta.;Clavo Reglamentario.;Esquina bordillo 5.22;Esquina bordillo 4.37;Normal a bordillo 0.08;Semaforo 4.61;447839,664;4474880,261;447730,223;4474672,67;691,496;742,541;;6277;;6279;;;;;2006;30/06/2006
6279;559;En bordillo de la Avd/ Guadalajara, en el cruce con la C/ Republica Checa y frente a la Residencial Infantil de Las Rozas.;Clavo Reglamentario.;Esquina arqueta alumbrado 1.33;Esquina arqueta alumbrado 1.03;Esquina alcorque 4.47;Farola 6.87;447743,635;4474817,5;447634,193;4474609,911;693,775;744,82;;6278;;6280;;;;;2006;30/06/2006
7154;559;En el bordillo de la acera de la C/ Marques de Viana, en su cruce con la C/ Angel Puech.;Clavo Reglamentario.;Esquina edificio 2.99;Esquina registro alumbrado 2.30;Esquina paso peatonal 1.30;Esquina bordillo 4.40;440464,893;4479635,722;440355,543;4479428,215;697,934;748,965;;7153;;7155;;;;;2006;30/06/2006
7155;559;En el bordillo de la C/ Marques de Viana, frente al nº 24 de esta y junto a paso de peatones, aunos 40 m del Colegio San Jose.;Clavo Reglamentario.;Esquina registro alumbrado 1.65;Esquina registro alumbrado 1.77;Esquina bordillo;Farola 4.56;440654,913;4479485,384;440545,561;4479277,875;705,764;756,808;;7154;;7156;;;;;2006;30/06/2006
7156;559;En el bordillo de la acera en la esquina de C/ Marques de Viana, cruce con la C/ Cactus.;Clavo Reglamentario.;Esquina sumidero 1.00;Esquina registro alcantarilla 2.08;Esquina bordillo 4.86;Farola 2.08;440765,987;4479402,343;440656,634;4479194,833;711,37;762,427;;7155;;6353;;;;;2006;30/06/2006
8384;559;En bordillo de la Plaza de Tirso de Molina, en el cruce con la C/ Doctor Cortezo.;Clavo Reglamentario.;Centro arqueta 1.35;Vértice arqueta 1.83;Vértice arqueta 2.00;Vértice alcorque 2.73;440377,624;4473988,455;440268,175;4473780,963;652,11;703,135;;8383;;8385;;;;;2006;30/06/2006
8385;559;En bordillo de la C/ de la Magdalena en el cruce con la C/ de los Cañizares.;Clavo Reglamentario.;Esquina edificio 1.35;Esquina edificio 1.47;Vértice arqueta 2.44;Centro boca riego 0.76;440578,546;4473971,379;440469,096;4473763,885;654,18;705,205;;8384;;8386;;;;;2006;30/06/2006
8386;559;En bordillo central de la C/ Atocha frente al Teatro Monumental.;Clavo Reglamentario.;Pie bolardo 2.03;Pie bolardo 0.13;Pie bolardo 1.97;;440790,955;4473968,535;440681,504;4473761,038;653,427;704,452;;8387;;8385;;;;;2006;30/06/2006
8387;559;En bordillo, en paso de cebra, de la C/ Atocha, en el cruce con el Pasaje de Dore.;Clavo Reglamentario.;Vértice raya blanca 1.78;Vértice raya blanca 2.74;Pie bolardo 1.18;Pie bolardo 0.66;440839,339;4473930,556;440729,887;4473723,058;652,157;703,182;;8386;;8388;;;;;2006;30/06/2006
8388;559;En bordillo de la C/ Atocha, frente al nº 75.;Clavo Reglamentario.;Extremo barandilla 5.17;Pie bolardo 0.14;Pie bolardo 1.21;Pie poste señal tráfico 2.16;440853,557;4473933,675;440744,105;4473726,177;651,967;702,992;;8387;;7673;;;;;2006;30/06/2006
8389;559;En comienzo de petril de hormigón en puente sobre A - 3 que comunica Vallecas con Mejorada del Campo.;Clavo Reglamentario.;Esquina plataforma hormigón 0.34;Esquina plataforma de hormigón 1.21;Pata señal 2.50;Pata bionda 0.68;449061,956;4469913,716;448952,441;4469706,11;653,328;704,363;;8390;;9084;;;;;2006;30/06/2006
8390;559;En el lado Sur de la rotonda donde comienza la M-203 (Santa Eugenia a Mejorada del Campo). En el lado Este de la A-3 al Sur-este del Barrio de Santa Eugenia donde comienza la C/ Real  de Arganda.;Clavo Reglamentario.;Farola 11.55;Señal tráfico 14.62;Señal tráfico 14.93;Señal tráfico 11.79;449219,343;4470031,655;449109,828;4469824,047;653,755;704,791;;8389;;8391;;;;;2006;30/06/2006
8391;559;En arcén a la entrada a la gasolinera que hay antes de la N-III viniendo desde Vicalvaro, en la M - 203.;Clavo Reglamentario.;Pie farola 8.30;Pie señal tráfico 5.30;Extremo bordillo 5.62;Extremo bordillo 4.50;449438,287;4470336,007;449328,774;4470128,395;659,126;710,164;;8390;;8392;;;;;2006;30/06/2006
8392;559;En base de farola en carretera de Vallecas a Mejorada en el margen drcho. En ese sentido en la última farola pasada la gasolinera Repsol.;Clavo Reglamentario.;Esquina base 0.55;Esquina base 0.55;Farola 0.37;Perpendicular arcen 2.45;449591,981;4470433,627;449482,469;4470226,014;655,196;706,235;;8393;;8391;;;;;2006;30/06/2006
8393;559;En la entrada de Tolsa (fábrica de prefabricados de cemento), en el lado Norte de la M-203, carretera de Mejorada del Campo, la señal está en el bordillo de la obra de fábrica de acceso a la puerta metálica de la fábrica.;Clavo Reglamentario.;Linea blanca 2.72;Señal tráfico 19.25;Final bordillo 0.42;Esquina vallado 8.38;449700,748;4470519,439;449591,236;4470311,824;649,269;700,309;;8392;;8394;;;;;2006;30/06/2006
8395;559;En losa de hormigón junto a entrada de la M-45 a carretera de Mejorada del Campo a Vallecas y junto a farola.;Clavo Reglamentario.;Farola 2.71;Piquete bionda 3.09;Piquete bionda 4.72;Piquete alambrada 6.49;450291,053;4470588,69;450181,543;4470381,069;637,473;688,515;;8394;;9014;;;;;2006;30/06/2006
8396;559;En bordillo de la C/ del Olivar frente al nº 18.;Clavo Reglamentario.;Pie bolardo 1.14;Pie bolardo 1.82;Esquina puerta 1.94;Esquina puerta 1.22;440572,124;4473823,703;440462,672;4473616,208;647,114;698,156;;8385;;8397;;;;;2006;30/06/2006
8397;559;En bordillo de la C/ Olivar en el cruce con la Plaza de Lavapies.;Clavo Reglamentario.;Pie farola 1.22;Esquina arqueta 1.36;Esquina arqueta 1.86;Esquina arqueta 1.98;440599,32;4473603,835;440489,866;4473396,338;626,194;677,236;;8396;;8398;;;;;2006;30/06/2006
8398;559;En la C/ de Valencia frente al nº 2.;Clavo Reglamentario.;Pie bolardo 2.84;Pie bolardo 0.83;Pie bolardo 1.06;Pie farola 6.18;440650,507;4473515,743;440541,051;4473308,245;622,089;673,131;;8397;;8399;;;;;2006;30/06/2006
8399;559;En bordillo de la C/ Valencia en el cruce con la C/ Doctor Fourquet.;Clavo Reglamentario.;Esquina alcantarilla 2.20;Esquina alcantarilla 2.03;Pie bolardo 0.87;Pie bolardo 0.80;440715,946;4473359,031;440606,488;4473151,531;620,305;671,347;;8398;;1001;;;;;2006;30/06/2006
8400;559;En bordillo de la C/ Ronda de Atocha en el cruce con la C/ Mallorca.;Clavo Reglamentario.;Pie bolardo 0.67;Pie bolardo 0.61;Pie bolardo 1.90;Esquina alcorque 1.97;440878,512;4473303,041;440769,053;4473095,539;618,535;669,577;;1001;;1022;;;;;2006;30/06/2006
1544;559;En bordillo C/ Fuente Carrantona a la altura del Nº 36.;Clavo Reglamentario.;Esquina muro 4.65;Nornal muro 4.54;Normal bordillo interior 2.00;Normal bordillo 0.08;446654,838;4473626,756;446545,38;4473419,179;693,177;744,217;;6300;;2642;;;;;2006;30/06/2006
1545;559;En el bordillo de la mediana central de la Avd/ Doctor García Tapia, al final, en el nudo con la M-40.;Clavo Reglamentario.;Esquina registro 8.62;Farola 9.96;Esquina registro 8.46;Señal trafico 2.13;447104,027;4473235,135;446994,561;4473027,552;688,996;740,043;;125;;1542;;1591;;;2006;30/06/2006
2615;559;Al final del Bulevar de Indalecio Prieto, en el extremo Oeste de Valdebernardo en el bordillo de la acera del parque. La señal está en la C/ Copérnico en el Norte del parque entre las calles de A. Mariscal y Estrellita Castro.;Clavo Reglamentario.;Esquina alcorque 6.24;Esquina registro 4.80;Esquina registro 4.80;Esquina alcorque 6.98;447193,853;4472020,88;447084,367;4471813,297;677,819;728,864;;6515;;6516;;;;;2006;30/06/2006
7426;559;Empotrado en bordillo de acera. En la C/ Alconero del Rey, hacia la mitad de la calle, en un paso peatonal.;Clavo Reglamentario.;Esquina bordillo 7.84;Esquina bordillo 9.47;Esquina bordillo 0.10;Esquina bordillo 2.20;438220,737;4469364,496;438111,263;4469157,041;611,097;662,151;;7427;;7428;;7429;;7430;2006;30/06/2006
7427;559;En el bordillo de la acera de la C/ Halconero del Rey, junto al muro del Cementerio de Carabanchel y frente a la calle de nueva construcción.;Clavo Reglamentario.;Registro alcantarilla 6.00;Normal a muro 6.10;Esquina paso peatones 7.05;Farola 9.80;438735,143;4469341,533;438625,667;4469134,073;608,558;659,594;;7425;;7426;;7428;;;2006;30/06/2006
7428;559;En el bordillo de la mediana de la C/ Halconero del Rey, en el cruce con la C/ Pilar Gonzalez.;Clavo Reglamentario.;Señal trafico 0.45;Esquina registro 1.02;Esquina registro 0.65;Esquina registro CYII 1.55;438018,091;4469372,592;437908,617;4469165,139;612,158;663,218;;7423;;7426;;7429;;7430;2006;30/06/2006
7429;559;Empotrado en bordillo de acera. En la C/ Alconero del Rey, a la altura de la entrada al cementerio de Carabanchel, en el lado de la tapia.;Clavo Reglamentario.;Esquina sumidero 2.07;Esquina sumidero 2.45;Señal 8.41;Distancia mínima a tapia 6.01;437762,135;4469371,308;437652,662;4469163,857;615,75;666,815;;7426;;7427;;7428;;7460;2006;30/06/2006
